Nodes on the 9-th layer
Polyline 1, Number of points: 81
x y thickness
18.009910 17.206041 0.198004
17.510045 17.217559 0.198709
17.010088 17.224023 0.199102
16.510092 17.224779 0.200862
16.010162 17.217022 0.202534
15.510581 17.196786 0.203195
15.011645 17.164445 0.204706
14.514071 17.115421 0.205621
14.017311 17.058598 0.205671
13.520355 17.003530 0.204885
13.022411 16.958354 0.204121
12.523959 16.919049 0.203054
12.026827 16.866199 0.200766
11.536892 16.767724 0.195909
11.060614 16.616611 0.189116
11.000000 16.594638 0.186383

Polyline 2, Number of points: 18
x y thickness
54.750000 7.544623 0.252016
54.369423 7.868905 0.188533
53.986976 8.190982 0.187932
53.604067 8.512509 0.186955
53.221473 8.834412 0.186764
52.837956 9.155214 0.185926
52.453098 9.474405 0.185851
52.065605 9.790393 0.184475
51.678017 10.106265 0.183803
51.289693 10.421232 0.183991
50.896723 10.730366 0.183615
50.499097 11.033500 0.182437
50.097447 11.331272 0.182312
49.689176 11.619879 0.180758
49.274178 11.898724 0.179659
48.849482 12.162545 0.176076
48.419087 12.417002 0.172516
48.276347 12.500000 0.171111


Nodes on the 110-th layer
Polyline 1, Number of points: 39
x y thickness
29.500000 17.025471 0.195519
29.000066 17.017896 0.199737
28.500101 17.012853 0.202454
28.000273 17.024918 0.203503
27.501273 17.056259 0.203871
27.002912 17.096704 0.204305
26.504391 17.135115 0.203627
26.005435 17.167362 0.202145
25.506065 17.192369 0.200845
25.006372 17.209794 0.199807
24.506520 17.221920 0.198721
24.006591 17.230318 0.197631
23.506638 17.237146 0.196884
23.006672 17.242972 0.196600
22.506709 17.249041 0.196188
22.006770 17.256847 0.196250
21.506881 17.267368 0.196005
21.007089 17.281729 0.195678
20.507469 17.301179 0.196217
20.007939 17.322849 0.196023
19.508450 17.345456 0.196058
19.008925 17.367221 0.196015
18.509282 17.386094 0.196327
18.009562 17.402820 0.196719
17.509715 17.415130 0.197550
17.009783 17.423235 0.199211
16.509790 17.425308 0.200530
16.009832 17.419360 0.202318
15.510201 17.400567 0.203630
15.011190 17.369315 0.204470
14.513488 17.321659 0.205302
14.016740 17.264730 0.204861
13.519785 17.209649 0.204928
13.021963 17.163122 0.203971
12.523649 17.122096 0.202443
12.026684 17.067691 0.200378
11.537025 16.967929 0.196253
11.061203 16.815254 0.189164
11.000000 16.793076 0.186585

Polyline 2, Number of points: 18
x y thickness
54.750000 7.792289 0.188513
54.368140 8.115062 0.187458
53.984961 8.436261 0.186544
53.602259 8.758036 0.186710
53.219204 9.079390 0.186451
52.834945 9.399303 0.185958
52.448830 9.716972 0.185289
52.061148 10.032728 0.185036
51.672785 10.347647 0.184174
51.282535 10.660216 0.183406
50.887788 10.967086 0.182837
50.489176 11.268919 0.183208
50.084758 11.562918 0.181832
49.673621 11.847434 0.180203
49.255254 12.121184 0.178982
48.826740 12.378773 0.174557
48.392093 12.625847 0.166973
48.250000 12.703649 0.205346


Nodes on the 111-th layer
Polyline 1, Number of points: 39
x y thickness
29.500000 17.219872 0.194401
29.000024 17.216306 0.198387
28.500035 17.214681 0.201768
28.000257 17.228814 0.203494
27.501306 17.260933 0.204006
27.002972 17.301707 0.204403
26.504411 17.339592 0.204052
26.005355 17.370234 0.202613
25.505896 17.393418 0.200920
25.006162 17.409622 0.199765
24.506280 17.420447 0.198495
24.006335 17.427832 0.197492
23.506369 17.433651 0.196489
23.006398 17.438980 0.195990
22.506430 17.444629 0.195560
22.006495 17.452703 0.195807
21.506606 17.463199 0.195742
21.006826 17.477952 0.196064
20.507180 17.496739 0.195364
20.007649 17.518392 0.195331
19.508175 17.541320 0.195667
19.008646 17.563010 0.195639
18.509019 17.582306 0.196094
18.009306 17.599224 0.196338
17.509486 17.612637 0.197478
17.009584 17.622450 0.199212
16.509599 17.625652 0.200344
16.009621 17.621390 0.202018
15.509918 17.604746 0.204045
15.010853 17.574340 0.204646
14.513024 17.528068 0.205514
14.016269 17.471203 0.205184
13.519330 17.415990 0.205135
13.021656 17.367864 0.203882
12.523506 17.324896 0.202128
12.026718 17.268880 0.199990
11.537343 17.167756 0.195741
11.061808 17.014122 0.189174
11.022876 17.000000 0.187622

Polyline 2, Number of points: 18
x y thickness
55.000000 7.826102 0.252276
54.617586 8.148218 0.186351
54.235750 8.471018 0.187745
53.851822 8.791321 0.186083
53.469044 9.113002 0.186325
53.085010 9.433186 0.186037
52.699137 9.751148 0.185422
52.311692 10.067196 0.184948
51.923228 10.381989 0.184413
51.533235 10.694885 0.183784
51.139471 11.003018 0.182838
50.741977 11.306324 0.182429
50.339001 11.602296 0.181348
49.929756 11.889525 0.180365
49.514099 12.167395 0.180395
49.087421 12.427969 0.176468
48.652881 12.675252 0.171828
48.517425 12.750000 0.169871


Nodes on the 112-th layer
Polyline 1, Number of points: 38
x y thickness
29.500000 17.412324 0.192452
29.000013 17.413280 0.196969
28.500031 17.416371 0.201609
28.000358 17.433970 0.204739
27.501493 17.467470 0.205865
27.003100 17.507517 0.205228
26.504477 17.544574 0.204601
26.005317 17.573443 0.202989
25.505757 17.594341 0.200814
25.005975 17.609012 0.199338
24.506065 17.618449 0.197977
24.006108 17.624989 0.197141
23.506135 17.630198 0.196533
23.006160 17.635204 0.196209
22.506191 17.640739 0.196080
22.006258 17.648873 0.196122
21.506370 17.659427 0.196136
21.006590 17.674217 0.196118
20.506929 17.692609 0.195676
20.007396 17.714186 0.195576
19.507918 17.737022 0.195506
19.008394 17.758835 0.195670
18.508785 17.778602 0.196176
18.009083 17.795840 0.196539
17.509292 17.810282 0.197603
17.009417 17.821409 0.198955
16.509443 17.825855 0.200203
16.009454 17.822979 0.201584
15.509674 17.808787 0.203936
15.010529 17.779744 0.205043
14.512564 17.734980 0.206066
14.015784 17.678348 0.205856
13.518890 17.622719 0.205513
13.021397 17.572745 0.203955
12.523394 17.528111 0.202472
12.026656 17.471565 0.201416
11.537782 17.368097 0.196107
11.162900 17.250000 0.193376

Polyline 2, Number of points: 18
x y thickness
55.000000 8.073885 0.189512
54.616719 8.394964 0.187874
54.233162 8.715713 0.186234
53.850548 9.037590 0.187714
53.466247 9.357451 0.185963
53.081587 9.676880 0.185894
52.694171 9.992959 0.184238
52.306321 10.308510 0.184102
51.917254 10.622558 0.183902
51.526147 10.934058 0.183989
51.130401 11.239641 0.182612
50.730811 11.540179 0.181870
50.325485 11.832919 0.181005
49.913724 12.116538 0.179816
49.494734 12.389310 0.179297
49.063733 12.642690 0.174903
48.624235 12.880984 0.166287
48.500000 12.945311 0.196087


Nodes on the 113-th layer
Polyline 1, Number of points: 39
x y thickness
29.500000 17.603186 0.190861
29.000046 17.609244 0.195961
28.500128 17.617876 0.201384
28.000611 17.639540 0.205125
27.501877 17.674997 0.206891
27.003427 17.714321 0.206259
26.504665 17.749461 0.204556
26.005408 17.776579 0.202962
25.505754 17.795110 0.200682
25.005925 17.808115 0.199067
24.505993 17.816266 0.197800
24.006028 17.822154 0.197153
23.506050 17.826866 0.196657
23.006072 17.831556 0.196339
22.506103 17.837072 0.196306
22.006167 17.845040 0.196121
21.506273 17.855357 0.195841
21.006490 17.870025 0.195672
20.506832 17.888481 0.195684
20.007303 17.910158 0.195764
19.507821 17.932911 0.195698
19.008314 17.955114 0.196123
18.508713 17.975067 0.196346
18.009041 17.993177 0.197253
17.509260 18.007943 0.197612
17.009404 18.019893 0.198476
16.509445 18.025930 0.200075
16.009452 18.024175 0.201192
15.509618 18.011916 0.203049
15.010350 17.985122 0.205042
14.512235 17.942033 0.206251
14.015430 17.885633 0.205991
13.518578 17.829621 0.205652
13.021257 17.777957 0.204198
12.523333 17.732453 0.203532
12.026707 17.675053 0.202177
11.538356 17.569130 0.196557
11.063430 17.413687 0.191541
11.000000 17.390194 0.214920

Polyline 2, Number of points: 17
x y thickness
55.085363 8.250000 0.189821
54.701991 8.570971 0.189721
54.317339 8.890412 0.187875
53.934395 9.211897 0.187612
53.549346 9.530859 0.186495
53.164085 9.849561 0.185952
52.775821 10.164599 0.184670
52.387241 10.479250 0.183685
51.997990 10.793071 0.183678
51.606526 11.104114 0.183725
51.209669 11.408242 0.182390
50.809028 11.707377 0.181339
50.402906 11.999013 0.180703
49.990045 12.281031 0.179494
49.568840 12.550387 0.176416
49.136178 12.800881 0.173596
48.762706 13.000000 0.170628


Nodes on the 114-th layer
Polyline 1, Number of points: 39
x y thickness
29.500000 17.792338 0.189138
29.000151 17.804421 0.195150
28.500374 17.819166 0.201112
28.001053 17.845030 0.205005
27.502468 17.882545 0.206951
27.003951 17.921001 0.206206
26.505028 17.953773 0.204031
26.005670 17.978978 0.202270
25.505960 17.995932 0.200760
25.006093 18.007384 0.199245
24.506143 18.014371 0.198093
24.006170 18.019620 0.197459
23.506186 18.023622 0.196749
23.006205 18.027888 0.196322
22.506235 18.033363 0.196268
22.006293 18.040986 0.195907
21.506394 18.050968 0.195531
21.006609 18.065573 0.195419
20.506956 18.084173 0.195514
20.007434 18.106024 0.195669
19.507948 18.128691 0.195593
19.008449 18.151072 0.195807
18.508849 18.171059 0.195868
18.009191 18.189536 0.196278
17.509441 18.205324 0.197328
17.009604 18.218059 0.198154
16.509668 18.225810 0.199880
16.009672 18.225874 0.201697
15.509812 18.214808 0.202826
15.010462 18.189524 0.204102
14.512151 18.148796 0.206001
14.015297 18.092842 0.205902
13.518500 18.036346 0.205433
13.021297 17.983561 0.204500
12.523461 17.937101 0.203787
12.027018 17.878228 0.201796
11.539022 17.770612 0.196762
11.064496 17.613916 0.189963
11.000000 17.589905 0.187286

Polyline 2, Number of points: 18
x y thickness
55.250000 8.360088 0.198052
54.866576 8.680992 0.190013
54.480930 8.999232 0.188231
54.097190 9.319766 0.187288
53.711962 9.638512 0.186640
53.326627 9.957128 0.186489
52.938495 10.272328 0.186152
52.548932 10.585761 0.184528
52.159344 10.899164 0.183866
51.768466 11.210952 0.184390
51.371824 11.515363 0.183659
50.971017 11.814276 0.182571
50.564948 12.105983 0.181405
50.151821 12.387587 0.179237
49.731124 12.657741 0.177872
49.299014 12.909186 0.175318
48.855931 13.140724 0.168037
48.750000 13.193466 0.193882


Nodes on the 115-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 17.990228 0.191791
28.750344 18.008760 0.196883
28.250981 18.033894 0.201539
27.752248 18.069362 0.205031
27.253903 18.110005 0.207669
26.755063 18.143978 0.206184
26.255801 18.171069 0.204455
25.756166 18.190063 0.202504
25.256322 18.202434 0.200730
24.756380 18.210021 0.199128
24.256402 18.214646 0.197642
23.756416 18.218400 0.196774
23.256427 18.221795 0.196035
22.756450 18.226486 0.195851
22.256488 18.232644 0.195450
21.756560 18.241132 0.195120
21.256709 18.253253 0.194905
20.756989 18.269959 0.194959
20.257409 18.290421 0.195145
19.757913 18.312852 0.195304
19.258423 18.335446 0.195379
18.758882 18.356837 0.195624
18.259262 18.376339 0.195917
17.759598 18.394652 0.197132
17.259821 18.409561 0.197813
16.759965 18.421498 0.199544
16.260006 18.427605 0.201763
15.760023 18.424664 0.204267
15.260334 18.407553 0.205114
14.761259 18.377348 0.207501
14.263622 18.329086 0.206971
13.767015 18.270941 0.205012
13.270106 18.215441 0.204317
12.772589 18.165716 0.204476
12.275109 18.115663 0.206566
11.782257 18.032937 0.203789
11.300644 17.899360 0.197001
11.000000 17.789672 0.187216

Polyline 2, Number of points: 17
x y thickness
55.250000 8.607289 0.189568
54.864688 8.925931 0.187718
54.480685 9.246146 0.189345
54.094963 9.564295 0.186979
53.709673 9.882965 0.186934
53.323151 10.200137 0.186449
52.934043 10.514133 0.185606
52.544160 10.827169 0.185109
52.153726 11.139516 0.184394
51.760665 11.448543 0.183731
51.362812 11.751377 0.183806
50.960163 12.047796 0.183324
50.551178 12.335401 0.181811
50.134797 12.612168 0.179775
49.710077 12.875919 0.177990
49.273698 13.119864 0.174997
49.020353 13.250000 0.173000


Nodes on the 116-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 18.180319 0.189960
28.750697 18.206702 0.197710
28.251630 18.237193 0.202834
27.753135 18.275900 0.205927
27.254869 18.317485 0.207066
26.755963 18.350450 0.206218
26.256569 18.374961 0.203774
25.756856 18.391825 0.201716
25.256970 18.402387 0.199939
24.757008 18.408422 0.198398
24.257021 18.412015 0.197369
23.757028 18.414769 0.196368
23.257037 18.417767 0.195969
22.757056 18.422028 0.195534
22.257090 18.427842 0.195180
21.757172 18.436854 0.195680
21.257321 18.449031 0.195689
20.757577 18.465000 0.194901
20.258013 18.485839 0.195249
19.758509 18.508107 0.195083
19.259004 18.530357 0.194757
18.759474 18.552011 0.195048
18.259885 18.572275 0.195827
17.760238 18.591046 0.196326
17.260494 18.607052 0.197450
16.760668 18.620178 0.198675
16.260727 18.627671 0.200067
15.760737 18.626583 0.201912
15.260973 18.611839 0.204145
14.761803 18.583247 0.205490
14.264009 18.536678 0.206585
13.767410 18.478463 0.206068
13.270546 18.422574 0.205804
12.773119 18.371932 0.205142
12.275845 18.319879 0.203117
11.783247 18.235604 0.199707
11.301898 18.101089 0.194055
11.027003 18.000000 0.188333

Polyline 2, Number of points: 17
x y thickness
55.375293 8.750000 0.189908
54.988725 9.067119 0.187850
54.604683 9.387293 0.187816
54.218770 9.705205 0.187482
53.833239 10.023584 0.187112
53.445810 10.339648 0.185657
53.056283 10.653126 0.184933
52.666426 10.966193 0.184953
52.275617 11.278071 0.184338
51.881348 11.585557 0.182300
51.483589 11.888515 0.182274
51.080674 12.184570 0.181590
50.671234 12.471523 0.180407
50.254620 12.747966 0.179424
49.829218 13.010658 0.177317
49.392066 13.253250 0.174186
49.000000 13.446444 0.197496


Nodes on the 117-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 18.370579 0.189995
28.751163 18.404653 0.197611
28.252468 18.440723 0.202984
27.754222 18.482543 0.206017
27.256010 18.524762 0.206902
26.757068 18.557138 0.206494
26.257558 18.579114 0.204071
25.757767 18.593489 0.201639
25.257841 18.601987 0.199597
24.757862 18.606501 0.198080
24.257870 18.609269 0.197255
23.757874 18.611374 0.196607
23.257880 18.613719 0.195952
22.757894 18.617509 0.195478
22.257930 18.623406 0.195548
21.758011 18.632399 0.195507
21.258157 18.644414 0.195311
20.758417 18.660509 0.195374
20.258825 18.680687 0.194691
19.759328 18.703106 0.194842
19.259851 18.725956 0.195452
18.760311 18.747399 0.195262
18.260749 18.768318 0.195937
17.761100 18.787048 0.195929
17.261405 18.804517 0.197421
16.761612 18.818823 0.198637
16.261684 18.827190 0.199521
15.761692 18.828106 0.201520
15.261857 18.815995 0.204041
14.762590 18.789192 0.205563
14.264642 18.744290 0.206650
13.767966 18.686752 0.206808
13.271155 18.630387 0.206443
12.773871 18.578348 0.205279
12.276790 18.524485 0.203395
11.784214 18.439940 0.201246
11.303440 18.303484 0.194512
11.155587 18.250000 0.190258

Polyline 2, Number of points: 18
x y thickness
55.500000 8.893909 0.190424
55.113108 9.210633 0.189845
54.727677 9.529130 0.187702
54.341845 9.847143 0.187807
53.955509 10.164545 0.186547
53.567617 10.480043 0.185785
53.177591 10.792899 0.184946
52.787328 11.105461 0.184290
52.396131 11.416850 0.183643
52.001668 11.724086 0.183231
51.603251 12.026179 0.182021
51.200123 12.321940 0.181428
50.790092 12.608047 0.180016
50.372678 12.883264 0.178011
49.946853 13.145208 0.176289
49.509219 13.386893 0.173702
49.058350 13.602812 0.166899
49.000000 13.629204 0.182759


Nodes on the 118-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 18.561295 0.190273
28.751715 18.602648 0.197519
28.253485 18.644674 0.203322
27.755506 18.689575 0.206401
27.257260 18.731394 0.206279
26.758308 18.763573 0.206289
26.258703 18.783213 0.204047
25.758844 18.794997 0.201497
25.258886 18.801276 0.199290
24.758895 18.804388 0.197889
24.258899 18.806320 0.197053
23.758902 18.807990 0.196618
23.258905 18.809674 0.195957
22.758917 18.813162 0.195651
22.258955 18.819279 0.195860
21.759029 18.827839 0.195408
21.259172 18.839705 0.195223
20.759448 18.856292 0.195666
20.259823 18.875642 0.194804
19.760342 18.898395 0.195132
19.260882 18.921619 0.195527
18.761360 18.943486 0.195959
18.261777 18.963909 0.195492
17.762147 18.983111 0.195980
17.262489 19.001612 0.197045
16.762737 19.017288 0.198455
16.262827 19.026639 0.199452
15.762840 19.029444 0.201341
15.262956 19.019585 0.203504
14.763581 18.994894 0.205352
14.265442 18.952157 0.206955
13.768685 18.895343 0.207122
13.271944 18.838352 0.206551
12.774828 18.784739 0.205170
12.277962 18.728912 0.203111
11.785436 18.644054 0.200966
11.305185 18.505939 0.194286
11.000000 18.390979 0.209958

Polyline 2, Number of points: 17
x y thickness
55.671404 9.000000 0.201581
55.283947 9.316032 0.189773
54.897032 9.632726 0.187738
54.511145 9.950675 0.187572
54.124522 10.267728 0.187017
53.736440 10.582991 0.186392
53.346119 10.895479 0.185468
52.955167 11.207177 0.184312
52.564049 11.518669 0.184240
52.169865 11.826260 0.183962
51.771457 12.128362 0.183052
51.368389 12.424209 0.181993
50.959111 12.711391 0.181470
50.542204 12.987393 0.180251
50.116982 13.250376 0.178715
49.680123 13.493496 0.175939
49.250000 13.702011 0.172247


Nodes on the 119-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 18.752725 0.190774
28.752307 18.800688 0.197389
28.254650 18.849032 0.203637
27.756998 18.897418 0.207239
27.258734 18.938967 0.207237
26.759684 18.969608 0.205930
26.259995 18.986909 0.203670
25.760085 18.996278 0.201280
25.260103 19.000450 0.199178
24.760107 19.002327 0.197943
24.260107 19.003019 0.196702
23.760109 19.004104 0.196117
23.260111 19.005619 0.195949
22.760124 19.009122 0.195961
22.260161 19.015196 0.195909
21.760226 19.023211 0.195346
21.260367 19.035000 0.195227
20.760649 19.051762 0.195369
20.261013 19.070830 0.195040
19.761536 19.093663 0.195113
19.262065 19.116669 0.194915
18.762557 19.138831 0.195231
18.262978 19.159344 0.195337
17.763383 19.179450 0.196250
17.263750 19.198618 0.196949
16.764025 19.215169 0.197871
16.264157 19.226521 0.199887
15.764185 19.231338 0.201898
15.264275 19.223055 0.203404
14.764810 19.200176 0.204972
14.266393 19.160914 0.207913
13.769643 19.104061 0.207258
13.273026 19.046008 0.206179
12.776068 18.990945 0.204884
12.279399 18.933388 0.203037
11.786995 18.847793 0.200515
11.307203 18.708148 0.193774
11.000000 18.592059 0.188173

Polyline 2, Number of points: 17
x y thickness
55.664037 9.250000 0.189072
55.276738 9.566219 0.189037
54.889469 9.882481 0.187945
54.502748 10.199414 0.187012
54.115754 10.516014 0.187183
53.726337 10.829625 0.186219
53.335170 11.141055 0.185192
52.943827 11.452262 0.184649
52.551828 11.762644 0.184827
52.156130 12.068282 0.184550
51.755867 12.367922 0.183897
51.350294 12.660321 0.182884
50.937930 12.943045 0.181468
50.517803 13.214111 0.179986
50.088060 13.469609 0.177502
49.646547 13.704076 0.174841
49.250000 13.885057 0.183046


Nodes on the 120-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 18.943644 0.190039
28.753045 18.998726 0.197181
28.256084 19.053767 0.203912
27.758866 19.106407 0.208422
27.260584 19.147651 0.208406
26.761384 19.175708 0.206035
26.261619 19.190702 0.203788
25.761667 19.197461 0.201189
25.261673 19.199800 0.199356
24.761674 19.200619 0.198296
24.261675 19.200056 0.197040
23.761675 19.200234 0.196133
23.261677 19.201622 0.196007
22.761687 19.204702 0.195584
22.261716 19.210132 0.194936
21.761784 19.218284 0.195055
21.261924 19.230066 0.195008
20.762178 19.245966 0.194122
20.262590 19.266237 0.195275
19.763094 19.288669 0.194871
19.263604 19.311260 0.194468
18.764106 19.333654 0.194722
18.264552 19.354768 0.195330
17.764995 19.375799 0.196267
17.265377 19.395327 0.196655
16.765692 19.413064 0.197882
16.265867 19.426164 0.199650
15.765914 19.432687 0.201356
15.265977 19.426447 0.203336
14.766411 19.405808 0.205343
14.267804 19.369110 0.207442
13.771005 19.312724 0.207154
13.274553 19.253260 0.205673
12.777739 19.196913 0.204532
12.281163 19.138565 0.203610
11.788986 19.051701 0.200555
11.309409 18.911321 0.194462
11.000000 18.793743 0.188663

Polyline 2, Number of points: 18
x y thickness
55.964561 9.250000 0.300523
55.575525 9.564086 0.187314
55.189214 9.881512 0.188846
54.801454 10.197173 0.187606
54.414367 10.513659 0.187259
54.025996 10.828565 0.187127
53.634926 11.140116 0.185972
53.243339 11.451017 0.185446
52.851193 11.761213 0.184713
52.457393 12.069298 0.184962
52.058747 12.371082 0.184042
51.655593 12.666816 0.183812
51.246280 12.953950 0.183358
50.828807 13.229090 0.181198
50.403283 13.491582 0.179978
49.967173 13.736062 0.178629
49.517434 13.954348 0.174074
49.500000 13.962430 0.174187


Nodes on the 121-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 19.134264 0.189459
28.753909 19.196655 0.196821
28.257795 19.258873 0.204147
27.761105 19.316228 0.209290
27.262776 19.356734 0.208876
26.763413 19.381705 0.205965
26.263578 19.394183 0.203488
25.763597 19.398238 0.200787
25.263598 19.398902 0.199108
24.763598 19.398656 0.198040
24.263601 19.396977 0.196918
23.763602 19.396385 0.196152
23.263603 19.397299 0.195682
22.763610 19.399964 0.195270
22.263636 19.405055 0.194928
21.763706 19.413312 0.195019
21.263839 19.424831 0.194728
20.764093 19.440697 0.194648
20.264524 19.461432 0.195085
19.764994 19.483106 0.194325
19.265509 19.505791 0.194421
18.766014 19.528262 0.194515
18.266492 19.550103 0.195244
17.766965 19.571855 0.195983
17.267365 19.591833 0.196453
16.767725 19.610804 0.197725
16.267939 19.625263 0.199109
15.768003 19.633073 0.200397
15.268036 19.629413 0.202925
14.768366 19.611548 0.205484
14.269633 19.576612 0.206808
13.772717 19.521304 0.207056
13.276320 19.461386 0.206439
12.779673 19.403584 0.205136
12.283216 19.344225 0.204015
11.791158 19.256700 0.201501
11.311788 19.115633 0.195415
11.009202 19.000000 0.189536

Polyline 2, Number of points: 17
x y thickness
55.956708 9.500000 0.189586
55.567755 9.814175 0.188294
55.181256 10.131375 0.188750
54.793266 10.446753 0.188036
54.405466 10.762364 0.187575
54.015665 11.075499 0.186700
53.624006 11.386309 0.186022
53.231812 11.696444 0.185335
52.838989 12.005781 0.185104
52.443201 12.311305 0.184387
52.042807 12.610773 0.183840
51.637493 12.903527 0.183390
51.224967 13.186011 0.182036
50.804311 13.456251 0.180475
50.374605 13.711807 0.178076
49.933829 13.947692 0.175830
49.500000 14.146296 0.183866


Nodes on the 122-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 19.325217 0.189461
28.754902 19.395060 0.196987
28.259743 19.464464 0.204457
27.763561 19.525997 0.209278
27.265170 19.565532 0.208657
26.765669 19.587537 0.205825
26.265769 19.597075 0.202904
25.765774 19.598678 0.200451
25.265775 19.597816 0.198917
24.765778 19.596167 0.197510
24.265784 19.593747 0.196762
23.765785 19.592524 0.196136
23.265786 19.592840 0.195544
22.765792 19.595226 0.195271
22.265819 19.600388 0.195343
21.765886 19.608508 0.195195
21.266020 19.620034 0.195174
20.766274 19.635911 0.195137
20.266674 19.655900 0.194378
19.767147 19.677624 0.194415
19.267699 19.701124 0.195234
18.768191 19.723296 0.194943
18.268669 19.745142 0.194949
17.769163 19.767373 0.195450
17.269602 19.788306 0.196416
16.770001 19.808287 0.197466
16.270255 19.824093 0.198842
15.770346 19.833472 0.200413
15.270363 19.832442 0.203006
14.770619 19.816923 0.205163
14.271741 19.784077 0.206810
13.774586 19.730995 0.208197
13.278268 19.670435 0.207310
12.781826 19.610901 0.205678
12.285547 19.550058 0.204100
11.793600 19.461993 0.201693
11.314342 19.320464 0.195778
11.126222 19.250000 0.191756

Polyline 2, Number of points: 18
x y thickness
56.250000 9.507708 0.293393
55.860361 9.821046 0.189208
55.472931 10.137105 0.189469
55.085006 10.452562 0.188525
54.696678 10.767525 0.187823
54.307351 11.081249 0.187157
53.915725 11.392099 0.185874
53.523355 11.702011 0.185202
53.130705 12.011569 0.185024
52.736201 12.318757 0.184939
52.337290 12.620195 0.183922
51.934399 12.916287 0.184190
51.524781 13.202981 0.183395
51.107012 13.477663 0.181624
50.680993 13.739354 0.180289
50.244753 13.983619 0.178384
49.795505 14.202920 0.174489
49.689288 14.250000 0.173084


Nodes on the 123-th layer
Polyline 1, Number of points: 38
x y thickness
29.250000 19.517162 0.190063
28.756022 19.594530 0.197694
28.261838 19.670562 0.204789
27.766034 19.734961 0.208506
27.267591 19.773678 0.208051
26.767987 19.793135 0.205605
26.268036 19.799523 0.202461
25.768038 19.799026 0.200354
25.268044 19.796594 0.198774
24.768055 19.793267 0.197092
24.268064 19.790359 0.196599
23.768067 19.788645 0.196115
23.268067 19.788401 0.195563
22.768073 19.790634 0.195416
22.268103 19.795993 0.195615
21.768162 19.803693 0.195185
21.268298 19.815259 0.195199
20.768547 19.830998 0.195022
20.268920 19.850283 0.194297
19.769415 19.872512 0.194780
19.269973 19.896123 0.194909
18.770448 19.917907 0.194524
18.270958 19.940502 0.195269
17.771439 19.962412 0.194963
17.271955 19.985133 0.196764
16.772370 20.005457 0.197146
16.272676 20.022921 0.198838
15.772811 20.034395 0.200939
15.272831 20.035810 0.203362
14.773052 20.021548 0.204452
14.273961 19.991949 0.207277
13.776584 19.941085 0.208691
13.280377 19.879633 0.207402
12.784140 19.818416 0.205763
12.288063 19.755946 0.204052
11.796240 19.667095 0.201427
11.317122 19.525145 0.195514
11.243734 19.500000 0.192896

Polyline 2, Number of points: 18
x y thickness
56.250000 9.754210 0.192094
55.859650 10.066659 0.189868
55.471580 10.381936 0.189100
55.082853 10.696406 0.188026
54.694152 11.010907 0.187926
54.303474 11.322948 0.186902
53.910898 11.632599 0.185738
53.517926 11.941747 0.184904
53.124790 12.250687 0.185033
52.728741 12.555877 0.184684
52.328224 12.855180 0.183981
51.923048 13.148123 0.183427
51.510470 13.430537 0.182277
51.089475 13.700242 0.180477
50.659667 13.955623 0.178282
50.219421 14.192530 0.176624
49.765404 14.401748 0.169575
49.750000 14.408505 0.169735


Nodes on the 124-th layer
Polyline 1, Number of points: 38
x y thickness
29.024730 19.750000 0.195176
28.531755 19.833517 0.202104
28.037746 19.910560 0.209134
27.540631 19.963400 0.210297
27.041448 19.991203 0.208559
26.541566 20.001041 0.204996
26.041570 20.001515 0.202217
25.541584 19.997784 0.199857
25.041606 19.993092 0.198000
24.541627 19.988596 0.196642
24.041635 19.985754 0.196170
23.541637 19.984311 0.195777
23.041638 19.984717 0.195302
22.541652 19.988285 0.195213
22.041687 19.994166 0.194663
21.541768 20.003104 0.194121
21.041954 20.016653 0.194169
20.542256 20.034009 0.194132
20.042692 20.054846 0.194303
19.543235 20.078134 0.194712
19.043745 20.100709 0.194535
18.544256 20.123311 0.194973
18.044773 20.146042 0.195431
17.545294 20.168853 0.195951
17.045801 20.191354 0.196857
16.546219 20.211786 0.198304
16.046491 20.228180 0.200014
15.546597 20.238177 0.203141
15.046639 20.234813 0.205374
14.547022 20.215700 0.207193
14.048365 20.179771 0.209799
13.551598 20.123249 0.208434
13.055674 20.059539 0.206064
12.559563 19.997297 0.205538
12.064607 19.926814 0.207872
11.577902 19.813950 0.202828
11.106261 19.648876 0.202640
11.000000 19.606440 0.265962

Polyline 2, Number of points: 17
x y thickness
56.247052 10.000000 0.190047
55.856735 10.312484 0.188956
55.467894 10.626810 0.188060
55.078765 10.940780 0.187406
54.689387 11.254443 0.187315
54.297648 11.565152 0.186559
53.904427 11.873983 0.185714
53.511113 12.182696 0.185242
53.117073 12.490481 0.185231
52.719285 12.793398 0.184603
52.317028 13.090359 0.184024
51.909083 13.379421 0.182977
51.493686 13.657675 0.182203
51.069419 13.922196 0.180568
50.635937 14.171272 0.178655
50.191183 14.399469 0.176125
49.750000 14.591773 0.183268


