Nodes on the 9-th layer
Polyline 1, Number of points: 81
x y thickness
9.846894 4.766572 0.128308
9.346906 4.763207 0.128707
8.846917 4.760058 0.128447
8.346918 4.758737 0.128384
7.846921 4.759092 0.128443
7.346933 4.762605 0.128567
6.846965 4.768077 0.129052
6.347022 4.775666 0.129136
5.847091 4.783914 0.128891
5.347225 4.795405 0.129268
4.847436 4.809914 0.129489
4.347688 4.825765 0.129458
3.847999 4.843380 0.129583
3.348289 4.860383 0.130250
2.848424 4.871644 0.131458
2.348459 4.870480 0.131278
1.848934 4.849984 0.131170
1.350786 4.807720 0.130431
1.000000 4.762356 0.129179


Nodes on the 39-th layer
Polyline 1, Number of points: 92
x y thickness
44.803070 1.500000 0.137213
44.594076 1.953164 0.129687
44.264344 2.326306 0.115924
43.893758 2.661924 0.107871
43.518124 2.991830 0.111553
43.123381 3.298671 0.109624
42.724566 3.600216 0.113314
42.316092 3.888504 0.115120
41.895409 4.158562 0.116813
41.458015 4.400326 0.122369
40.998008 4.595645 0.126582
40.519521 4.740147 0.128091
40.029796 4.840293 0.128879
39.533635 4.900966 0.129399
39.034576 4.930858 0.128739
38.534727 4.941683 0.129328
38.034746 4.938368 0.128725
37.534826 4.929496 0.128772
37.034947 4.918522 0.128316
36.535032 4.909320 0.128490
36.035084 4.902157 0.128222
35.535099 4.898445 0.128169
35.035100 4.898705 0.128398
34.535107 4.901215 0.128422
34.035129 4.905771 0.128032
33.535205 4.914470 0.128808
33.035291 4.923697 0.128883
32.535404 4.934337 0.129497
32.035509 4.944575 0.129771
31.535570 4.952237 0.130965
31.035584 4.950803 0.131007
30.535676 4.941297 0.129831
30.035799 4.930232 0.129078
29.535875 4.921563 0.128832
29.035902 4.916502 0.128610
28.535905 4.915219 0.128579
28.035913 4.917703 0.128779
27.535947 4.923496 0.129033
27.036014 4.931679 0.129225
26.536112 4.941558 0.129520
26.036221 4.951988 0.129787
25.536327 4.962297 0.130105
25.036424 4.972132 0.130336
24.536515 4.981695 0.130498
24.036606 4.991207 0.130792
23.536678 4.999693 0.131016
23.036721 5.006179 0.131102
22.536745 5.011133 0.131321
22.036761 5.015046 0.131270
21.536780 5.019428 0.131112
21.036822 5.025827 0.131280
20.536890 5.034100 0.131799
20.036960 5.042453 0.132346
19.537005 5.049140 0.132743
19.037019 5.052624 0.132918
18.537020 5.052496 0.132891
18.037029 5.049544 0.133096
17.537076 5.042825 0.132906
17.037174 5.032957 0.132529
16.537334 5.020316 0.131938
16.037547 5.005742 0.131232
15.537781 4.990463 0.130755
15.038029 4.974696 0.130324
14.538277 4.958962 0.129996
14.038507 4.943800 0.129266
13.538679 4.930710 0.129393
13.038836 4.918185 0.128920
12.538928 4.908640 0.128474
12.038954 4.904047 0.127694
11.538966 4.907068 0.128522
11.038981 4.910764 0.129443
10.538996 4.908063 0.129980
10.039115 4.897262 0.127187
9.539143 4.892443 0.127940
9.039158 4.888655 0.127383
8.539161 4.887044 0.127799
8.039162 4.886925 0.127969
7.539170 4.889633 0.128376
7.039187 4.893782 0.127801
6.539248 4.901490 0.128727
6.039316 4.909687 0.128926
5.539410 4.919301 0.128280
5.039603 4.933136 0.128746
4.539846 4.948717 0.128981
4.040137 4.965776 0.129089
3.540452 4.983510 0.129590
3.040702 4.999166 0.131821
2.540739 5.003319 0.132390
2.040927 4.990842 0.132868
1.542139 4.956774 0.132344
1.045731 4.897748 0.128409
1.000000 4.891280 0.127859


Nodes on the 40-th layer
Polyline 1, Number of points: 92
x y thickness
44.941714 1.500000 0.138644
44.737078 1.955358 0.130777
44.412675 2.333055 0.115621
44.044790 2.671654 0.108595
43.672198 3.005009 0.111575
43.280636 3.315914 0.110124
42.884162 3.620538 0.112464
42.479436 3.914045 0.115055
42.062536 4.189997 0.116738
41.631024 4.442226 0.120365
41.178336 4.653601 0.123824
40.705560 4.815525 0.125943
40.219417 4.931668 0.127512
39.725364 5.007654 0.129171
39.227067 5.048068 0.128509
38.727449 5.066832 0.129293
38.227463 5.068207 0.128558
37.727508 5.061683 0.128747
37.227616 5.051305 0.128522
36.727720 5.041146 0.128257
36.227778 5.033532 0.128600
35.727811 5.027917 0.128037
35.227813 5.026997 0.128392
34.727816 5.028537 0.128287
34.227829 5.032184 0.128164
33.727886 5.039610 0.128474
33.227977 5.049116 0.128954
32.728080 5.059258 0.128993
32.228202 5.070286 0.129630
31.728284 5.079345 0.130046
31.228304 5.082554 0.131198
30.728360 5.075423 0.130439
30.228490 5.063992 0.129463
29.728588 5.054155 0.129231
29.228634 5.047425 0.128965
28.728644 5.044553 0.128839
28.228646 5.045739 0.128992
27.728670 5.050523 0.129251
27.228727 5.058020 0.129478
26.728818 5.067570 0.129795
26.228931 5.078208 0.130212
25.729044 5.088822 0.130471
25.229150 5.099125 0.130759
24.729246 5.108888 0.130856
24.229343 5.118745 0.131181
23.729426 5.127875 0.131434
23.229477 5.134993 0.131303
22.729511 5.140769 0.131540
22.229530 5.145085 0.131544
21.729544 5.148878 0.131135
21.229579 5.154695 0.131325
20.729641 5.162580 0.131651
20.229720 5.171451 0.132200
19.729782 5.179319 0.132745
19.229808 5.184281 0.132997
18.729811 5.185763 0.133217
18.229815 5.183977 0.133292
17.729845 5.178549 0.133121
17.229926 5.169599 0.132811
16.730071 5.157598 0.132365
16.230277 5.143247 0.131828
15.730515 5.127846 0.131429
15.230774 5.111734 0.130892
14.731029 5.095781 0.130686
14.231287 5.079725 0.130017
13.731489 5.065529 0.129725
13.231658 5.052530 0.129473
12.731787 5.041205 0.128860
12.231841 5.034051 0.128226
11.731846 5.034170 0.128265
11.231863 5.038305 0.128963
10.731868 5.038964 0.129857
10.231956 5.029991 0.128532
9.732034 5.021674 0.127366
9.232048 5.018064 0.127944
8.732059 5.014979 0.127313
8.232059 5.015006 0.128035
7.732063 5.016854 0.128264
7.232076 5.020455 0.128269
6.732113 5.026410 0.127878
6.232206 5.036021 0.129479
5.732269 5.043910 0.128295
5.232425 5.056366 0.128518
4.732661 5.071707 0.128939
4.232935 5.088258 0.128988
3.733255 5.106137 0.129389
3.233579 5.124106 0.130918
2.733681 5.133435 0.131714
2.233730 5.128071 0.132375
1.734387 5.103316 0.133101
1.236824 5.054525 0.133117
1.000000 5.020400 0.127848


Nodes on the 41-th layer
Polyline 1, Number of points: 92
x y thickness
45.000000 1.710299 0.139367
44.749304 2.139902 0.129516
44.396400 2.492838 0.106544
44.031183 2.834324 0.112158
43.651949 3.159947 0.108748
43.260709 3.471276 0.111056
42.864582 3.776329 0.114624
42.457254 4.066233 0.114663
42.039047 4.340208 0.117828
41.605067 4.588170 0.121256
41.149483 4.793169 0.122689
40.674976 4.949845 0.123537
40.188156 5.063086 0.125139
39.693801 5.136878 0.126250
39.195429 5.176283 0.126937
38.695780 5.193922 0.127002
38.195795 5.195416 0.127612
37.695834 5.189342 0.128289
37.195944 5.178912 0.128224
36.696035 5.169404 0.128726
36.196095 5.161649 0.128465
35.696124 5.156686 0.128828
35.196124 5.155793 0.128699
34.696127 5.156908 0.128137
34.196146 5.161188 0.128519
33.696210 5.169077 0.128841
33.196303 5.178737 0.128951
32.696409 5.188995 0.129007
32.196536 5.200226 0.129345
31.696615 5.209073 0.129523
31.196635 5.212032 0.129917
30.696696 5.204673 0.129940
30.196826 5.193245 0.129852
29.696919 5.183649 0.129908
29.196964 5.177071 0.129826
28.696973 5.174446 0.129818
28.196977 5.175954 0.129906
27.697003 5.180992 0.129980
27.197064 5.188751 0.130103
26.697162 5.198625 0.130352
26.197279 5.209457 0.130548
25.697395 5.220226 0.130725
25.197503 5.230607 0.130839
24.697600 5.240492 0.130955
24.197702 5.250593 0.131249
23.697785 5.259635 0.131297
23.197833 5.266568 0.131201
22.697869 5.272592 0.131546
22.197888 5.276866 0.131537
21.697904 5.280792 0.131537
21.197944 5.287057 0.131846
20.698012 5.295271 0.132110
20.198096 5.304454 0.132489
19.698163 5.312586 0.132947
19.198189 5.317550 0.133174
18.698192 5.319043 0.133393
18.198198 5.316895 0.133253
17.698235 5.310947 0.132942
17.198324 5.301592 0.132713
16.698485 5.288941 0.132196
16.198703 5.274183 0.131847
15.698957 5.258241 0.131344
15.199228 5.241781 0.130987
14.699489 5.225616 0.130781
14.199751 5.209446 0.130564
13.699959 5.195027 0.130274
13.200135 5.181771 0.129921
12.700263 5.170540 0.129773
12.200313 5.163701 0.129642
11.700318 5.163671 0.129236
11.200332 5.167325 0.128978
10.700338 5.166963 0.128545
10.200430 5.157674 0.128190
9.700501 5.149649 0.128199
9.200515 5.145945 0.128073
8.700524 5.143309 0.128328
8.200524 5.143476 0.128353
7.700529 5.145657 0.128572
7.200545 5.149640 0.128800
6.700586 5.155841 0.128801
6.200676 5.165300 0.128765
5.700747 5.173641 0.128905
5.200911 5.186389 0.128995
4.701146 5.201713 0.128892
4.201430 5.218527 0.129060
3.701777 5.237130 0.129777
3.202094 5.254882 0.130165
2.702187 5.263301 0.130196
2.202251 5.257058 0.130387
1.702971 5.231347 0.130486
1.205681 5.180123 0.128756
1.000000 5.150580 0.128849


Nodes on the 42-th layer
Polyline 1, Number of points: 93
x y thickness
45.223708 1.500000 0.307036
45.024230 1.957910 0.145727
44.712974 2.346128 0.120127
44.348591 2.688509 0.110274
43.981677 3.028100 0.114768
43.595595 3.345784 0.110326
43.204868 3.657753 0.113674
42.805649 3.958727 0.114431
42.395627 4.244805 0.115600
41.974871 4.514807 0.119761
41.537188 4.756155 0.125337
41.076268 4.949206 0.125214
40.598904 5.097045 0.126137
40.110523 5.203251 0.127168
39.615316 5.271001 0.127519
39.116731 5.307571 0.128430
38.617008 5.322734 0.128576
38.117020 5.323228 0.128760
37.617067 5.316669 0.128942
37.117179 5.306144 0.128706
36.617257 5.297321 0.129123
36.117320 5.289420 0.128547
35.617339 5.285627 0.129081
35.117340 5.284659 0.128689
34.617345 5.286077 0.128490
34.117373 5.291291 0.128844
33.617450 5.299969 0.129346
33.117545 5.309691 0.129310
32.617663 5.320509 0.129712
32.117790 5.331754 0.130114
31.617863 5.340221 0.130680
31.117880 5.341905 0.131018
30.617960 5.333422 0.130515
30.118090 5.322020 0.130262
29.618176 5.312805 0.130181
29.118215 5.306702 0.130043
28.618221 5.304729 0.130044
28.118227 5.306817 0.130062
27.618260 5.312422 0.130192
27.118330 5.320775 0.130443
26.618438 5.331158 0.130796
26.118560 5.342180 0.130997
25.618678 5.353058 0.131168
25.118785 5.363401 0.131212
24.618887 5.373496 0.131386
24.118996 5.383923 0.131885
23.619074 5.392729 0.131990
23.119121 5.399525 0.131999
22.619156 5.405419 0.132149
22.119172 5.409447 0.131958
21.619193 5.413956 0.132167
21.119242 5.420906 0.132538
20.619315 5.429454 0.132715
20.119404 5.438877 0.133125
19.619471 5.447012 0.133639
19.119495 5.451679 0.133894
18.619498 5.452679 0.133973
18.119510 5.449595 0.133627
17.619556 5.442857 0.133359
17.119660 5.432764 0.133120
16.619841 5.419321 0.132644
16.120071 5.404175 0.132433
15.620347 5.387558 0.131835
15.120632 5.370708 0.131400
14.620905 5.354169 0.131028
14.121168 5.337977 0.130744
13.621377 5.323511 0.130523
13.121559 5.310054 0.130016
12.621679 5.299165 0.129688
12.121718 5.293276 0.129580
11.621724 5.293809 0.129560
11.121734 5.296761 0.129493
10.621747 5.294634 0.129109
10.121852 5.284543 0.128113
9.621909 5.277353 0.128283
9.121923 5.273716 0.128184
8.621928 5.271828 0.128493
8.121928 5.272168 0.128348
7.621938 5.275072 0.128784
7.121957 5.279515 0.128891
6.622009 5.286505 0.129155
6.122096 5.295807 0.129178
5.622180 5.304869 0.129182
5.122376 5.318781 0.129922
4.622603 5.333835 0.129406
4.122928 5.351791 0.130250
3.623287 5.370725 0.130724
3.123555 5.387005 0.130782
2.623626 5.393849 0.131520
2.123733 5.385490 0.132300
1.624695 5.355763 0.131782
1.127964 5.299650 0.129362
1.000000 5.281104 0.129199


Nodes on the 43-th layer
Polyline 1, Number of points: 93
x y thickness
45.367687 1.500000 0.143979
45.170352 1.959014 0.134403
44.864963 2.351532 0.121962
44.502267 2.695683 0.110459
44.137277 3.037332 0.112467
43.754522 3.359002 0.111187
43.365614 3.673241 0.112401
42.969467 3.978243 0.114201
42.562354 4.268484 0.114821
42.145677 4.544757 0.117454
41.715095 4.798557 0.123038
41.261685 5.008801 0.126599
40.789442 5.172512 0.128456
40.304366 5.293040 0.128929
39.811451 5.375958 0.130574
39.313864 5.423992 0.130530
38.814479 5.447727 0.130924
38.314531 5.453086 0.130053
37.814550 5.449373 0.130102
37.314645 5.439722 0.129392
36.814735 5.430319 0.129493
36.314802 5.422106 0.129549
35.814842 5.416026 0.128897
35.314845 5.414737 0.129696
34.814846 5.414712 0.129195
34.314864 5.418730 0.129492
33.814919 5.426056 0.129496
33.315019 5.436045 0.130170
32.815118 5.445967 0.129701
32.315262 5.457943 0.130598
31.815358 5.467715 0.130820
31.315395 5.473342 0.132101
30.815433 5.468543 0.131751
30.315562 5.457234 0.130676
29.815669 5.446929 0.130462
29.315726 5.439433 0.130311
28.815741 5.435773 0.130264
28.315743 5.436161 0.130168
27.815763 5.440403 0.130188
27.315821 5.447967 0.130474
26.815920 5.457916 0.130831
26.316043 5.469002 0.131144
25.816165 5.480027 0.131235
25.316279 5.490703 0.131360
24.816380 5.500778 0.131244
24.316494 5.511428 0.131596
23.816592 5.521298 0.132028
23.316648 5.528742 0.131889
22.816688 5.535072 0.131973
22.316712 5.539888 0.132029
21.816728 5.543958 0.131779
21.316770 5.550324 0.132152
20.816837 5.558499 0.132403
20.316928 5.568065 0.132887
19.817015 5.577346 0.133531
19.317059 5.583852 0.134011
18.817066 5.586264 0.133980
18.317071 5.584730 0.133914
17.817104 5.579093 0.133561
17.317183 5.570273 0.133494
16.817347 5.557533 0.132852
16.317567 5.542718 0.132497
15.817840 5.526190 0.131992
15.318139 5.508920 0.131478
14.818425 5.492009 0.131231
14.318703 5.475323 0.130877
13.818938 5.460019 0.130735
13.319138 5.445871 0.130450
12.819298 5.433256 0.129755
12.319366 5.425265 0.129652
11.819374 5.423138 0.129540
11.319383 5.425910 0.130314
10.819387 5.426246 0.130770
10.319469 5.417704 0.129146
9.819557 5.408425 0.128216
9.319579 5.404033 0.128876
8.819584 5.401730 0.129155
8.319585 5.401014 0.128980
7.819590 5.402839 0.128913
7.319611 5.407435 0.129671
6.819648 5.413448 0.129694
6.319726 5.422252 0.130100
5.819800 5.430871 0.129563
5.319966 5.443504 0.130173
4.820182 5.458191 0.130249
4.320447 5.474323 0.129547
3.820856 5.494536 0.131204
3.321139 5.511299 0.130661
2.821291 5.523288 0.132133
2.321320 5.522024 0.133212
1.821790 5.501745 0.134004
1.323865 5.457021 0.134387
1.000000 5.412745 0.130279


Nodes on the 44-th layer
Polyline 1, Number of points: 93
x y thickness
45.415955 1.750000 0.143083
45.171656 2.184401 0.139431
44.826163 2.544186 0.113046
44.463061 2.887910 0.113546
44.090829 3.221565 0.111156
43.705958 3.540720 0.110822
43.316663 3.854440 0.113712
42.916710 4.154439 0.112843
42.508620 4.443307 0.116011
42.090118 4.716823 0.120020
41.654928 4.962433 0.123359
41.197107 5.162792 0.124344
40.722576 5.319595 0.126619
40.236050 5.434388 0.128058
39.742257 5.512243 0.129006
39.244280 5.556662 0.129217
38.744760 5.577911 0.129430
38.244785 5.581721 0.129149
37.744806 5.577463 0.129412
37.244904 5.567573 0.129140
36.744984 5.558689 0.129498
36.245053 5.550396 0.129129
35.745085 5.544955 0.129108
35.245086 5.544038 0.129304
34.745087 5.544583 0.129306
34.245109 5.549217 0.129451
33.745169 5.556866 0.129391
33.245273 5.567071 0.129616
32.745381 5.577407 0.129732
32.245527 5.589483 0.130153
31.745623 5.599291 0.130783
31.245652 5.604063 0.131384
30.745702 5.597520 0.130521
30.245840 5.585764 0.129940
29.745942 5.575697 0.129799
29.245993 5.568653 0.129727
28.746003 5.565611 0.129783
28.246005 5.566449 0.129691
27.746028 5.571209 0.129735
27.246094 5.579292 0.129911
26.746201 5.589597 0.130103
26.246324 5.600689 0.130118
25.746446 5.611727 0.130181
25.246560 5.622413 0.130278
24.746664 5.632638 0.130345
24.246783 5.643532 0.130702
23.746881 5.653420 0.131070
23.246937 5.660882 0.131247
22.746977 5.667180 0.131430
22.246999 5.671893 0.131433
21.747022 5.676634 0.131778
21.247070 5.683555 0.132074
20.747145 5.692222 0.132365
20.247250 5.702432 0.133051
19.747336 5.711718 0.133454
19.247377 5.718025 0.133835
18.747381 5.719748 0.133697
18.247388 5.717484 0.133531
17.747426 5.711303 0.133418
17.247520 5.701716 0.133176
16.747709 5.687971 0.132444
16.247951 5.672433 0.131946
15.748256 5.654977 0.131114
15.248569 5.637273 0.130633
14.748866 5.620039 0.130280
14.249149 5.603239 0.129985
13.749379 5.588076 0.129974
13.249580 5.573896 0.129739
12.749739 5.561329 0.129168
12.249792 5.554235 0.129265
11.749795 5.553110 0.129584
11.249803 5.555935 0.129978
10.749808 5.555247 0.130170
10.249920 5.544733 0.128298
9.749993 5.536261 0.128443
9.250010 5.532315 0.128601
8.750013 5.530732 0.129102
8.250014 5.529935 0.128667
7.750021 5.532517 0.129033
7.250048 5.537656 0.129376
6.750092 5.544317 0.129624
6.250172 5.553246 0.129775
5.750247 5.561879 0.129208
5.250433 5.575434 0.129831
4.750640 5.589831 0.129328
4.250925 5.606623 0.129381
3.751326 5.626633 0.129692
3.251604 5.643301 0.130296
2.751749 5.655001 0.131888
2.251780 5.651470 0.132160
1.752375 5.627860 0.131819
1.254716 5.579920 0.131132
1.000000 5.543492 0.129542


Nodes on the 45-th layer
Polyline 1, Number of points: 93
x y thickness
45.562381 1.750000 0.146426
45.322695 2.187263 0.133051
44.982088 2.551477 0.117518
44.618689 2.894877 0.112048
44.248737 3.231095 0.112495
43.866026 3.552846 0.111510
43.478972 3.869333 0.113441
43.080934 4.171876 0.112490
42.675527 4.464493 0.113724
42.262000 4.745506 0.118043
41.833839 5.003457 0.123662
41.382269 5.217467 0.124324
40.913115 5.389591 0.126243
40.430481 5.519422 0.127410
39.939131 5.611239 0.128449
39.442503 5.668311 0.128818
38.943494 5.698921 0.129346
38.443638 5.709585 0.129376
37.943645 5.708479 0.129318
37.443704 5.700961 0.129429
36.943803 5.691010 0.128768
36.443868 5.682970 0.129258
35.943924 5.675633 0.128506
35.443932 5.672947 0.128544
34.943933 5.673350 0.128984
34.443945 5.676513 0.129133
33.943983 5.682638 0.128798
33.444073 5.692069 0.129029
32.944187 5.702757 0.129433
32.444324 5.714444 0.129725
31.944452 5.725728 0.130312
31.444518 5.733552 0.131381
30.944538 5.731299 0.131165
30.444660 5.720359 0.129883
29.944788 5.709061 0.129333
29.444862 5.700524 0.129055
28.944886 5.695851 0.129027
28.444888 5.695166 0.129051
27.944900 5.698389 0.129068
27.444950 5.705398 0.129304
26.945044 5.715087 0.129562
26.445166 5.726097 0.129788
25.945290 5.737252 0.129884
25.445413 5.748351 0.130159
24.945523 5.758821 0.130224
24.445637 5.769493 0.130264
23.945750 5.780125 0.130613
23.445825 5.788737 0.130808
22.945871 5.795529 0.130844
22.445901 5.800936 0.130912
21.945924 5.805758 0.131004
21.445961 5.811797 0.130983
20.946029 5.820009 0.131215
20.446129 5.829990 0.131592
19.946231 5.840082 0.132036
19.446292 5.847860 0.132334
18.946308 5.851556 0.132494
18.446310 5.850910 0.132524
17.946334 5.846213 0.132441
17.446403 5.837976 0.132422
16.946563 5.825433 0.131944
16.446796 5.810159 0.131481
15.947092 5.792983 0.130980
15.447418 5.774915 0.130514
14.947730 5.757260 0.130285
14.448031 5.739926 0.129928
13.948293 5.723734 0.129563
13.448510 5.709008 0.129416
12.948700 5.695234 0.128862
12.448805 5.685217 0.128144
11.948819 5.682206 0.128648
11.448822 5.683855 0.129042
10.948828 5.685608 0.130087
10.448900 5.677896 0.128950
9.949009 5.667644 0.127992
9.449050 5.661329 0.127439
8.949054 5.659435 0.128072
8.449057 5.657967 0.127714
7.949063 5.660186 0.128695
7.449079 5.664110 0.128493
6.949120 5.670470 0.128793
6.449190 5.678818 0.129106
5.949270 5.687770 0.129308
5.449395 5.698834 0.128748
4.949610 5.713491 0.129337
4.449853 5.729052 0.129040
3.950222 5.748208 0.129438
3.450550 5.766304 0.129566
2.950780 5.781308 0.130929
2.450820 5.784695 0.131816
1.951088 5.769784 0.132382
1.452625 5.731431 0.131836
1.000000 5.672483 0.127692


Nodes on the 46-th layer
Polyline 1, Number of points: 94
x y thickness
45.710229 1.750000 0.147848
45.475073 2.189980 0.134926
45.138228 2.557739 0.118319
44.775321 2.901657 0.112507
44.406830 3.239511 0.112555
44.026781 3.564400 0.112292
43.641064 3.882510 0.112806
43.245385 4.188121 0.112447
42.842290 4.483930 0.113360
42.432121 4.769804 0.115714
42.010928 5.039122 0.121936
41.566345 5.267397 0.123953
41.102481 5.453468 0.125193
40.624136 5.598106 0.126289
40.135736 5.704417 0.127706
39.640920 5.775150 0.128793
39.142652 5.815736 0.128790
38.643027 5.833813 0.128452
38.143048 5.836732 0.127812
37.643074 5.832074 0.128100
37.143159 5.822899 0.127895
36.643229 5.814588 0.128395
36.143291 5.806694 0.128121
35.643316 5.802013 0.127993
35.143318 5.801447 0.128257
34.643322 5.803469 0.128215
34.143348 5.808399 0.128194
33.643413 5.816411 0.128080
33.143526 5.827001 0.128477
32.643651 5.838197 0.128378
32.143789 5.849912 0.128651
31.643890 5.859891 0.129444
31.143912 5.862223 0.130025
30.643989 5.853929 0.129177
30.144131 5.842023 0.128424
29.644229 5.832164 0.128217
29.144271 5.825889 0.128170
28.644278 5.823592 0.128153
28.144283 5.825361 0.128254
27.644316 5.830991 0.128375
27.144393 5.839730 0.128482
26.644506 5.850348 0.128610
26.144632 5.861563 0.128727
25.644760 5.872881 0.128925
25.144878 5.883721 0.129047
24.644992 5.894399 0.129132
24.145110 5.905266 0.129351
23.645204 5.914954 0.129632
23.145265 5.922706 0.129874
22.645302 5.928755 0.129968
22.145329 5.933990 0.130149
21.645358 5.939362 0.129964
21.145416 5.946880 0.130128
20.645513 5.956719 0.130684
20.145626 5.967331 0.131247
19.645712 5.976577 0.131803
19.145745 5.982094 0.132008
18.645749 5.983402 0.132234
18.145761 5.980227 0.132135
17.645811 5.973324 0.132044
17.145938 5.962147 0.131669
16.646164 5.947162 0.130848
16.146451 5.930216 0.130303
15.646793 5.911735 0.129526
15.147121 5.893631 0.129245
14.647440 5.875788 0.128867
14.147725 5.858905 0.128642
13.647958 5.843639 0.128699
13.148157 5.829536 0.128757
12.648315 5.817060 0.127820
12.148359 5.811068 0.127659
11.648362 5.811632 0.128434
11.148366 5.813738 0.128829
10.648396 5.810434 0.129445
10.148530 5.798989 0.127226
9.648588 5.791433 0.127573
9.148606 5.787786 0.127594
8.648609 5.786054 0.127501
8.148614 5.787241 0.127940
7.648627 5.790833 0.128285
7.148656 5.796043 0.128101
6.648718 5.803942 0.128438
6.148799 5.812894 0.128677
5.648894 5.822637 0.128188
5.149062 5.835522 0.127826
4.649303 5.851027 0.128124
4.149601 5.868257 0.127600
3.649965 5.887353 0.128187
3.150267 5.904662 0.129285
2.650367 5.913539 0.130193
2.150454 5.906978 0.131187
1.651367 5.878024 0.130914
1.154403 5.823997 0.130304
1.000000 5.801441 0.127877


Nodes on the 47-th layer
Polyline 1, Number of points: 94
x y thickness
45.861338 1.750000 0.151109
45.628160 2.191365 0.135666
45.296201 2.563231 0.120202
44.933684 2.907556 0.113213
44.566648 3.247022 0.113541
44.188424 3.574034 0.112357
43.805115 3.895048 0.114051
43.411147 4.202854 0.112985
43.010095 4.501430 0.113387
42.603217 4.791992 0.116035
42.186107 5.067542 0.118314
41.750684 5.312894 0.124673
41.292024 5.511707 0.124618
40.818384 5.671160 0.126149
40.333329 5.791911 0.127519
39.840725 5.876543 0.128648
39.343515 5.928320 0.128519
38.844286 5.954915 0.128300
38.344373 5.962875 0.127317
37.844381 5.961300 0.127345
37.344441 5.953763 0.127148
36.844510 5.945434 0.127482
36.344575 5.937419 0.127531
35.844615 5.931215 0.127311
35.344622 5.928998 0.127323
34.844624 5.930072 0.127416
34.344636 5.933292 0.126871
33.844692 5.940707 0.127506
33.344787 5.950414 0.127648
32.844912 5.961579 0.127858
32.345048 5.973257 0.128027
31.845179 5.984692 0.128793
31.345231 5.991154 0.129868
30.845266 5.986699 0.129413
30.345401 5.975161 0.128308
29.845528 5.963891 0.127732
29.345591 5.956078 0.127652
28.845610 5.951992 0.127473
28.345612 5.952223 0.127574
27.845633 5.956581 0.127849
27.345692 5.964197 0.127966
26.845794 5.974298 0.128197
26.345920 5.985496 0.128417
25.846055 5.997130 0.128774
25.346188 6.008634 0.129248
24.846312 6.019789 0.129661
24.346438 6.031024 0.130105
23.846551 6.041629 0.130552
23.346632 6.050604 0.131005
22.846680 6.057484 0.131156
22.346712 6.063152 0.131264
21.846740 6.068477 0.131271
21.346783 6.074867 0.131000
20.846871 6.084243 0.131461
20.346982 6.094759 0.131672
19.847093 6.105289 0.132414
19.347147 6.112455 0.132575
18.847159 6.115730 0.132855
18.347163 6.114493 0.132985
17.847196 6.108935 0.132818
17.347289 6.099426 0.132744
16.847483 6.085565 0.132307
16.347759 6.068964 0.131846
15.848112 6.050208 0.130938
15.348474 6.031172 0.130161
14.848826 6.012407 0.129345
14.349153 5.994350 0.128566
13.849415 5.978182 0.128329
13.349623 5.963773 0.128501
12.849807 5.950189 0.128060
12.349912 5.940352 0.126859
11.849920 5.938870 0.127465
11.349923 5.940691 0.127801
10.849928 5.940904 0.129136
10.350047 5.930686 0.127050
9.850138 5.921443 0.126949
9.350170 5.916014 0.126754
8.850175 5.913968 0.127215
8.350177 5.913545 0.126782
7.850190 5.916993 0.127605
7.350208 5.921222 0.127272
6.850261 5.928359 0.127586
6.350337 5.937104 0.127798
5.850429 5.946648 0.127915
5.350549 5.957587 0.127217
4.850770 5.972358 0.127520
4.351052 5.989152 0.127765
3.851393 6.007572 0.127824
3.351778 6.027200 0.129441
2.851976 6.040713 0.130733
2.352002 6.041484 0.131849
1.852469 6.021866 0.131953
1.354487 5.977699 0.131177
1.000000 5.930347 0.127552


Nodes on the 48-th layer
Polyline 1, Number of points: 95
x y thickness
46.000000 1.780817 0.142045
45.766414 2.221886 0.136500
45.431312 2.591480 0.119605
45.069225 2.936250 0.114149
44.702642 3.276218 0.113773
44.326964 3.606160 0.114913
43.945292 3.929105 0.116113
43.552013 4.237806 0.114270
43.152695 4.538696 0.115047
42.748716 4.833278 0.118155
42.334121 5.112723 0.119283
41.903583 5.366351 0.121631
41.450911 5.578166 0.124168
40.981404 5.749538 0.126294
40.499915 5.883830 0.129439
40.009079 5.978639 0.129128
39.513187 6.042099 0.130741
39.014482 6.077349 0.131314
38.514675 6.090348 0.130167
38.014682 6.091753 0.129915
37.514716 6.086210 0.129865
37.014789 6.077702 0.129414
36.514851 6.069852 0.129687
36.014901 6.062767 0.129430
35.514917 6.058958 0.129203
35.014918 6.059428 0.129722
34.514921 6.060927 0.128729
34.014971 6.067809 0.129614
33.515059 6.077217 0.130084
33.015175 6.087970 0.130161
32.515322 6.100090 0.130776
32.015465 6.112026 0.131195
31.515552 6.121259 0.132296
31.015563 6.121331 0.133109
30.515661 6.111605 0.132479
30.015814 6.099266 0.131502
29.515903 6.089891 0.131135
29.015935 6.084265 0.130877
28.515939 6.082795 0.130650
28.015951 6.086016 0.130915
27.515999 6.092879 0.131262
27.016096 6.102708 0.131824
26.516225 6.114073 0.132359
26.016371 6.126135 0.132933
25.516509 6.137885 0.133136
25.016632 6.148966 0.132945
24.516756 6.160092 0.132862
24.016873 6.170902 0.132857
23.516965 6.180500 0.132933
23.017022 6.188023 0.132870
22.517056 6.193840 0.132610
22.017085 6.199245 0.132575
